n r res t
2 75 2 853
3 75 2 1385
4 75 3 1569
5 75 2 2214
6 75 3 2968
7 75 4 3304
8 75 4 5519
9 75 4 4943
10 75 5 7194
11 75 4 6622
12 75 6 7708
13 75 6 11747
14 75 8 13497
15 75 7 16715
16 75 4 12499
17 75 5 14316
18 75 5 16975
19 75 5 19350
20 75 8 20315
21 75 7 21913
22 75 6 21937
23 75 6 21451
24 75 7 26821
25 75 7 28597
26 75 6 53707
27 75 8 52329
28 75 7 52969
29 75 7 56555
30 75 7 46723
1 100 1 736
2 100 2 1024
3 100 3 1307
4 100 3 1926
5 100 3 2428
6 100 2 2968
7 100 4 5000
8 100 4 4874
9 100 4 7749
10 100 6 9821
11 100 5 11291
12 100 3 9983
13 100 5 10229
14 100 6 17528
15 100 7 23975
16 100 5 19839
17 100 6 17919
18 100 5 25572
19 100 4 20761
20 100 8 36398
21 100 7 30746
22 100 8 40017
23 100 5 34685
24 100 6 39607
25 100 6 42743
26 100 7 55732
27 100 9 47989
28 100 7 42560
29 100 6 55726
30 100 7 65521
1 1 0 660
2 1 0 830
3 1 0 991
4 1 0 1231
5 1 0 1458
6 1 0 1607
7 1 0 2153
8 1 0 2345
9 1 1 2625
10 1 0 2736
11 1 0 3016
12 1 0 3190
13 1 1 4117
14 1 1 4233
15 1 1 4325
16 1 0 4050
17 1 0 4222
18 1 1 5594
19 1 0 4821
20 1 1 5664
21 1 1 6052
22 1 0 5525
23 1 1 6979
24 1 0 5692
25 1 1 5653
26 1 0 5516
27 1 0 6181
28 1 1 6581
29 1 0 7218
30 1 1 8478
1 10 1 613
2 10 0 780
3 10 1 997
4 10 1 1523
5 10 1 1638
6 10 1 1972
7 10 1 2648
8 10 1 2503
9 10 2 3426
10 10 2 3226
11 10 2 4549
12 10 1 3560
13 10 2 5634
14 10 2 4564
15 10 2 6397
16 10 3 5731
17 10 3 8006
18 10 5 11310
19 10 3 8211
20 10 2 7084
21 10 3 9981
22 10 3 12158
23 10 4 16021
24 10 4 13602
25 10 2 12172
26 10 3 9519
27 10 4 13598
28 10 3 13716
29 10 6 14156
30 10 4 17566
1 20 0 814
2 20 1 892
3 20 1 1192
4 20 1 1533
5 20 1 1833
6 20 2 2422
7 20 2 2850
8 20 2 3142
9 20 3 4866
10 20 3 4077
11 20 3 5428
12 20 5 7447
13 20 6 9360
14 20 3 7257
15 20 4 11970
16 20 4 10053
17 20 4 11501
18 20 2 10065
19 20 5 16512
20 20 3 9683
21 20 4 14809
22 20 5 18223
23 20 4 14998
24 20 4 17913
25 20 4 17292
26 20 4 16445
27 20 4 18429
28 20 5 24980
29 20 7 24521
30 20 6 24816
1 50 1 972
2 50 2 1073
3 50 3 1435
4 50 3 1413
5 50 2 1929
6 50 3 2581
7 50 4 3632
8 50 4 4254
9 50 4 4450
10 50 4 5672
11 50 5 9485
12 50 5 6491
13 50 3 8008
14 50 5 9609
15 50 4 9811
16 50 5 15894
17 50 5 19580
18 50 5 15806
19 50 6 21557
20 50 9 22439
21 50 5 21191
22 50 6 22800
23 50 6 21455
24 50 5 24964
25 50 6 24230
26 50 7 31244
27 50 7 29765
28 50 8 32971
29 50 6 34666
30 50 5 29322
1 75 1 1198
2 75 2 1226
3 75 3 1258
4 75 3 1648
5 75 3 2209
6 75 3 4183
7 75 4 4953
8 75 4 5199
9 75 4 5560
10 75 3 5329
11 75 5 9339
12 75 5 8754
13 75 5 9113
14 75 8 16129
15 75 5 12515
16 75 5 13515
17 75 6 14052
18 75 5 16481
19 75 5 15123
20 75 7 22689
21 75 6 22465
22 75 6 21041
23 75 7 21514
24 75 7 30915
25 75 9 29374
26 75 5 29567
27 75 8 33706
28 75 6 30156
29 75 6 35116
30 75 5 30763
1 100 1 721
2 100 1 1064
3 100 2 1126
4 100 4 1618
5 100 5 2041
6 100 5 2507
7 100 4 3317
8 100 3 4527
9 100 3 4444
10 100 3 5064
11 100 5 7271
12 100 6 10587
13 100 4 10337
14 100 8 12890
15 100 5 11775
16 100 5 13510
17 100 6 18424
18 100 5 19295
19 100 5 18636
20 100 7 20755
21 100 5 20300
22 100 5 20977
23 100 8 32321
24 100 7 32219
25 100 5 31846
26 100 6 30487
27 100 8 36156
28 100 6 32122
29 100 7 40403
30 100 8 38941
