n r res t
3 100 2 200
4 100 3 468
5 100 2 645
6 100 3 1147
7 100 4 2399
8 100 4 3974
9 100 4 3645
10 100 5 6692
11 100 4 5567
12 100 6 7254
13 100 6 29808
14 100 8 38555
15 100 7 70483
16 100 4 21797
17 100 5 23749
18 100 5 43464
19 100 5 53840
20 100 8 104693
21 100 7 113697
22 100 6 69373
23 100 6 82121
24 100 7 141471
25 100 7 262760
26 100 6 491974
27 100 8 551745
28 100 7 871444
29 100 7 436717
30 100 7 665899
1 1000 1 121
2 1000 2 137
3 1000 3 407
4 1000 3 356
5 1000 3 1268
6 1000 2 1253
7 1000 4 2952
8 1000 4 2531
9 1000 4 4359
10 1000 6 7276
11 1000 5 8733
12 1000 3 6794
13 1000 5 7915
14 1000 6 30379
15 1000 7 54854
16 1000 5 25476
17 1000 6 25632
18 1000 5 38699
19 1000 4 28787
20 1000 8 287555
21 1000 7 83267
22 1000 8 297986
23 1000 5 65227
24 1000 6 137224
25 1000 6 258013
26 1000 7 393836
27 1000 9 564877
28 1000 7 223512
29 1000 6 277583
30 1000 7 615167
1 10 0 74
2 10 0 78
3 10 1 168
4 10 1 236
5 10 2 283
6 10 1 161
7 10 3 932
8 10 2 877
9 10 3 1028
10 10 1 561
11 10 2 694
12 10 2 1170
13 10 4 2691
14 10 5 2635
15 10 2 1641
16 10 1 1830
17 10 2 1364
18 10 4 7341
19 10 1 999
20 10 2 3287
21 10 3 2582
22 10 2 1972
23 10 3 2929
24 10 4 3899
25 10 4 7680
26 10 1 2621
27 10 2 3493
28 10 4 7305
29 10 2 5884
30 10 4 5989
1 20 1 68
2 20 1 108
3 20 2 154
4 20 2 316
5 20 1 355
6 20 1 399
7 20 2 786
8 20 2 788
9 20 3 982
10 20 3 1191
11 20 4 2858
12 20 2 1321
13 20 3 3396
14 20 3 1956
15 20 3 4762
16 20 3 3121
17 20 4 12950
18 20 6 21810
19 20 4 10330
20 20 3 6286
21 20 5 9734
22 20 5 16376
23 20 6 66989
24 20 6 50134
25 20 4 14030
26 20 4 18746
27 20 6 41919
28 20 5 27528
29 20 7 103633
30 20 6 161609
1 50 1 57
2 50 2 134
3 50 2 254
4 50 2 381
5 50 2 533
6 50 3 1055
7 50 3 1082
8 50 4 2833
9 50 4 4928
10 50 4 4016
11 50 6 7381
12 50 6 17064
13 50 6 18721
14 50 5 24700
15 50 6 54799
16 50 5 32035
17 50 6 42184
18 50 5 37016
19 50 7 62831
20 50 5 39722
21 50 7 328546
22 50 6 102327
23 50 6 114340
24 50 7 222543
25 50 5 98287
26 50 6 116047
27 50 6 226435
28 50 7 463744
29 50 9 977871
30 50 9 2940629
1 75 1 80
2 75 2 145
3 75 3 195
4 75 3 503
5 75 2 447
6 75 4 1375
7 75 4 1454
8 75 4 2579
9 75 4 2367
10 75 5 5030
11 75 5 13661
12 75 5 11293
13 75 3 5895
14 75 6 26697
15 75 4 12171
16 75 6 58016
17 75 5 56969
18 75 6 43306
19 75 6 86076
20 75 10 561782
21 75 6 119051
22 75 7 164946
23 75 6 110680
24 75 6 215101
25 75 6 126208
26 75 8 714293
27 75 7 809798
28 75 8 503639
29 75 7 481367
30 75 5 192818
1 100 1 89
2 100 2 203
3 100 3 403
4 100 3 728
5 100 3 1138
6 100 3 1541
7 100 4 3016
8 100 4 3118
9 100 4 3077
10 100 3 4495
11 100 5 11493
12 100 5 9971
13 100 5 15428
14 100 8 63391
15 100 5 27709
16 100 5 27329
17 100 6 53436
18 100 5 35835
19 100 5 22789
20 100 7 107272
21 100 6 80394
22 100 6 107528
23 100 7 134941
24 100 7 247963
25 100 9 570568
26 100 5 158066
27 100 8 280739
28 100 6 252896
29 100 6 436457
30 100 5 213719
1 1000 1 73
2 1000 1 150
3 1000 2 347
4 1000 4 536
5 1000 5 1007
6 1000 5 1431
7 1000 4 1708
8 1000 3 2591
9 1000 3 2279
10 1000 3 3022
11 1000 5 7102
12 1000 6 15339
13 1000 4 11424
14 1000 8 59884
15 1000 5 20621
16 1000 5 30121
17 1000 6 60786
18 1000 5 60309
19 1000 5 46413
20 1000 7 116313
21 1000 5 57507
22 1000 5 62470
23 1000 8 434624
24 1000 7 261794
25 1000 5 167059
26 1000 6 245843
27 1000 8 564371
28 1000 6 204808
29 1000 7 720548
30 1000 8 991703
