n r res t
21 100 7 83514
22 100 8 273192
23 100 5 65237
24 100 6 137853
25 100 6 258028
26 100 7 392907
27 100 9 558358
28 100 7 217815
29 100 6 295867
30 100 7 626414
1 1 0 84
2 1 0 112
3 1 0 170
4 1 0 162
5 1 0 227
6 1 0 270
7 1 0 233
8 1 0 348
9 1 1 386
10 1 0 252
11 1 0 275
12 1 0 292
13 1 1 997
14 1 1 843
15 1 1 527
16 1 0 379
17 1 0 417
18 1 1 774
19 1 0 459
20 1 1 702
21 1 1 834
22 1 0 512
23 1 1 982
24 1 0 563
25 1 1 699
26 1 0 579
27 1 0 660
28 1 1 970
29 1 0 680
30 1 1 1471
1 10 1 82
2 10 0 119
3 10 1 228
4 10 1 332
5 10 1 287
6 10 1 420
7 10 1 695
8 10 1 747
9 10 2 1027
10 10 2 613
11 10 2 1272
12 10 1 562
13 10 2 1371
14 10 2 811
15 10 2 1569
16 10 3 1086
17 10 3 3801
18 10 5 6418
19 10 3 2328
20 10 2 1564
21 10 3 3657
22 10 3 6345
23 10 4 18640
24 10 4 7288
25 10 2 3290
26 10 3 3523
27 10 4 10342
28 10 3 5587
29 10 6 22879
30 10 4 20821
1 20 0 65
2 20 1 98
3 20 1 233
4 20 1 323
5 20 1 496
6 20 2 476
7 20 2 595
8 20 2 948
9 20 3 1904
10 20 3 1332
11 20 3 1935
12 20 5 4666
13 20 6 8987
14 20 3 4312
15 20 4 9382
16 20 4 6905
17 20 4 4691
18 20 2 4786
19 20 5 19975
20 20 3 4324
21 20 4 21846
22 20 5 23349
23 20 4 10455
24 20 4 24326
25 20 4 14423
26 20 4 9943
27 20 4 15355
28 20 5 41897
29 20 7 118503
30 20 6 90656
1 50 1 100
2 50 2 224
3 50 3 377
4 50 3 519
5 50 2 500
6 50 3 1914
7 50 4 1610
8 50 4 3104
9 50 4 2643
10 50 4 4743
11 50 5 18170
12 50 5 9311
13 50 3 6877
14 50 5 17142
15 50 4 11920
16 50 5 39720
17 50 5 48057
18 50 5 36565
19 50 6 76357
20 50 9 469594
21 50 5 107901
22 50 6 103226
23 50 6 76996
24 50 5 82933
25 50 6 139770
26 50 7 398075
27 50 7 501161
28 50 8 460037
29 50 6 323565
30 50 5 161934
1 75 1 54
2 75 2 127
3 75 3 241
4 75 3 694
5 75 3 744
6 75 3 1519
7 75 4 3028
8 75 4 2368
9 75 4 3149
10 75 3 3712
11 75 5 11099
12 75 5 10023
13 75 5 14705
14 75 8 63257
15 75 5 27472
16 75 5 26041
17 75 6 53443
18 75 5 34983
19 75 5 21910
20 75 7 107210
21 75 6 80432
22 75 6 102980
23 75 7 136974
24 75 7 252621
25 75 9 572648
26 75 5 157591
27 75 8 280190
28 75 6 252479
29 75 6 466295
30 75 5 179551
1 100 1 40
2 100 1 116
3 100 2 265
4 100 4 602
5 100 5 952
6 100 5 1495
7 100 4 1723
8 100 3 2450
9 100 3 2349
10 100 3 2986
11 100 5 7248
12 100 6 15153
13 100 4 11523
14 100 8 56302
15 100 5 19991
16 100 5 28952
17 100 6 58158
18 100 5 59842
19 100 5 45929
20 100 7 117172
21 100 5 58062
22 100 5 62547
23 100 8 433772
24 100 7 265835
25 100 5 168910
26 100 6 239819
27 100 8 695979
28 100 6 206569
29 100 7 749820
30 100 8 993104
