n r res t
18 20 3 6636476
19 20 3 9627686
20 20 2 20161667
21 20 3 39642883
22 20 4 81469773
23 20 4 157506187
24 20 3 316779659
25 20 3 644046955
26 20 6 1299362605
27 20 5 2572590596
28 20 7 5222085582
29 20 5 10444527249
30 20 5 21253548368
1 50 1 104
2 50 1 162
3 50 2 321
4 50 2 528
5 50 2 1082
6 50 3 2060
7 50 3 3621
8 50 5 8280
9 50 3 16431
10 50 4 19976
11 50 3 39807
12 50 6 80286
13 50 4 153408
14 50 5 304121
15 50 6 619718
16 50 7 1224660
17 50 5 2410521
18 50 6 4827444
19 50 6 10625307
20 50 5 22272287
21 50 9 42739678
22 50 5 87413443
23 50 6 174223981
24 50 7 326044857
25 50 7 652401708
26 50 7 1358041819
27 50 9 2623972728
28 50 7 5288131355
29 50 7 10533812070
30 50 7 20841306569
1 75 1 107
2 75 2 149
3 75 2 314
4 75 2 550
5 75 2 967
6 75 4 1667
7 75 5 2882
8 75 4 5369
9 75 3 10516
10 75 4 20528
11 75 5 39596
12 75 4 79340
13 75 5 155541
14 75 5 480750
15 75 6 875874
16 75 6 1220064
17 75 4 2483128
18 75 5 5071364
19 75 7 9732223
20 75 5 19388886
21 75 7 39732119
22 75 9 79388695
23 75 9 172294108
24 75 5 323933153
25 75 7 644049383
26 75 6 1290037228
27 75 7 2563667550
28 75 7 5161166232
29 75 7 10522261739
30 75 9 21241025443
1 100 1 123
2 100 2 178
3 100 3 315
4 100 3 522
5 100 4 984
6 100 4 1758
7 100 4 3159
8 100 4 5682
9 100 5 10920
10 100 3 20198
11 100 5 40546
12 100 4 78247
13 100 5 154752
14 100 6 305392
15 100 7 630197
16 100 5 1669685
17 100 5 2615923
18 100 7 5183180
19 100 6 12240905
20 100 7 20384783
21 100 5 54158285
22 100 6 97843911
23 100 5 170759687
24 100 7 333374521
25 100 8 666198203
26 100 5 1374698149
27 100 7 2733173593
28 100 5 5505616923
29 100 10 10832356111
30 100 6 21266232212
1 1 0 115
2 1 0 238
3 1 0 260
4 1 0 461
5 1 0 822
6 1 1 1787
7 1 1 3260
8 1 1 6331
9 1 0 12678
10 1 0 26464
11 1 0 52578
12 1 0 108459
13 1 1 293179
14 1 1 316757
15 1 1 600217
16 1 1 1203913
17 1 0 2438923
18 1 1 4797757
19 1 1 9692470
20 1 0 27519568
21 1 1 41294773
22 1 0 87988339
23 1 0 167510880
24 1 0 322535714
25 1 1 684873094
26 1 0 1326550195
27 1 1 2634298690
28 1 1 5303176001
29 1 1 10589358829
30 1 0 21958012703
1 10 0 131
2 10 1 188
3 10 1 384
4 10 1 683
5 10 1 1071
6 10 2 1920
7 10 0 5347
8 10 1 10114
9 10 3 19658
10 10 1 38516
11 10 2 46168
12 10 4 76822
13 10 3 151937
14 10 3 301685
15 10 3 646428
16 10 1 1378108
17 10 5 2437594
18 10 3 6646260
19 10 2 10312236
20 10 2 20939109
21 10 2 42624672
22 10 3 83167607
23 10 1 168498304
24 10 3 359418515
25 10 2 685586688
26 10 4 1354834985
27 10 2 2784240391
28 10 3 5590783204
29 10 3 12457807347
30 10 3 23723075975
1 20 0 107
2 20 1 154
3 20 1 268
4 20 2 479
5 20 3 770
6 20 3 1408
7 20 3 3428
8 20 3 5758
9 20 1 10043
10 20 1 19051
11 20 3 39550
12 20 3 77114
13 20 3 151439
14 20 3 303287
15 20 4 607232
16 20 4 1211332
17 20 3 3172697
18 20 3 5772128
19 20 3 10808890
20 20 3 23923385
21 20 2 44170635
22 20 4 89389580
23 20 6 193111176
24 20 4 354946638
25 20 3 728039347
26 20 8 1507517095
27 20 5 2980127317
28 20 3 5883008349
29 20 3 11660708324
30 20 5 23689430986
1 50 1 93
2 50 1 151
3 50 2 303
4 50 2 668
5 50 3 1178
6 50 4 1933
7 50 4 4550
8 50 6 8791
9 50 4 17740
10 50 4 32992
11 50 3 57402
12 50 4 123867
13 50 5 260761
14 50 4 489101
15 50 5 985030
16 50 7 1317727
17 50 7 3008267
18 50 6 5715723
19 50 6 10257047
20 50 5 23057158
21 50 6 48248364
22 50 6 90266303
23 50 5 183696478
24 50 5 359743128
25 50 8 735106134
26 50 7 1478866911
27 50 8 2925003097
28 50 7 5893414776
29 50 7 11755371702
30 50 7 23610549528
1 75 1 109
2 75 2 146
3 75 1 334
4 75 2 507
5 75 3 887
6 75 3 1643
7 75 3 2913
8 75 6 5995
9 75 5 10736
10 75 4 20012
11 75 5 39899
12 75 6 98962
13 75 6 170038
14 75 5 413396
15 75 5 652759
16 75 6 1209351
17 75 6 2514546
18 75 5 4905197
19 75 7 11256162
20 75 7 21013594
21 75 7 48909922
22 75 5 86137075
23 75 8 188235145
24 75 6 350208215
25 75 10 747740305
26 75 8 1508694215
27 75 6 2859303850
28 75 6 5814523887
29 75 9 11547023883
30 75 5 22680901840
1 100 1 105
2 100 2 161
3 100 2 337
4 100 3 534
5 100 4 1028
6 100 3 3103
7 100 3 4802
8 100 4 9432
9 100 4 11385
10 100 5 22032
11 100 3 42651
12 100 5 84278
13 100 6 163791
14 100 5 307592
15 100 6 613032
16 100 5 1238226
17 100 6 2586933
18 100 6 4857347
19 100 5 9913225
20 100 6 19691522
21 100 5 39441111
22 100 7 81301725
23 100 7 171209921
24 100 6 336365747
25 100 7 652777138
26 100 8 1383506180
27 100 5 2900111792
28 100 8 5146130949
29 100 7 10351896088
30 100 6 21860448445
1 1 0 104
2 1 1 115
3 1 0 222
4 1 0 352
5 1 0 653
6 1 1 1389
7 1 0 3232
8 1 0 4814
9 1 0 10314
10 1 1 19791
11 1 0 37474
12 1 0 75783
13 1 0 150610
14 1 0 307729
15 1 1 610938
16 1 0 2181292
17 1 0 2708519
18 1 0 5776917
19 1 1 10230641
20 1 0 24480477
21 1 1 45845033
22 1 1 82168720
23 1 0 164195828
24 1 0 364215281
25 1 0 673360130
26 1 0 1371625191
27 1 1 2779205440
28 1 1 5551688333
29 1 0 11052535200
30 1 1 21726905918
1 10 1 100
2 10 0 139
3 10 0 187
4 10 1 466
5 10 1 1089
6 10 1 1419
7 10 0 3041
8 10 2 5001
9 10 3 10239
10 10 2 19653
11 10 2 37938
12 10 2 82246
13 10 1 151182
14 10 1 301235
15 10 2 609297
16 10 1 1212155
17 10 2 2412887
18 10 2 5547711
19 10 4 10396940
20 10 3 21212427
21 10 3 40923381
22 10 2 86831670
23 10 2 176291061
24 10 5 334241323
25 10 3 682217276
26 10 2 1369564591
27 10 3 2740513538
28 10 3 5399118465
29 10 6 10817273519
30 10 3 21869622265
1 20 1 143
2 20 1 223
3 20 1 396
4 20 2 813
5 20 1 721
6 20 2 1662
7 20 1 3215
8 20 2 5686
9 20 2 9987
10 20 3 19675
11 20 2 38448
12 20 3 77449
13 20 4 153930
14 20 3 303625
15 20 3 611399
16 20 4 1210283
17 20 5 2427746
18 20 5 4930520
19 20 4 12430484
20 20 3 20383717
21 20 5 42361220
22 20 5 84461603
23 20 4 169306330
24 20 4 339350629
25 20 6 670479917
26 20 5 1354358224
27 20 3 2719978383
28 20 5 5421334257
29 20 6 10853863323
30 20 5 21899347866
1 50 1 130
2 50 2 151
3 50 3 338
4 50 3 594
5 50 4 1167
6 50 3 2303
7 50 5 2864
8 50 4 5662
9 50 3 10737
10 50 5 21479
11 50 4 55602
12 50 5 79155
13 50 4 158181
14 50 5 468199
15 50 4 624068
16 50 6 1365765
17 50 6 2574044
18 50 5 4897493
19 50 4 10161819
20 50 6 21270243
21 50 5 41824743
22 50 7 84364529
23 50 6 169319323
24 50 7 342861087
25 50 7 676059917
26 50 8 1355076514
27 50 5 2741495883
28 50 6 5469876180
29 50 8 10909945523
30 50 6 21926275880
1 75 1 125
2 75 2 178
3 75 1 407
4 75 3 694
5 75 3 1281
6 75 5 2249
7 75 5 4210
8 75 4 8041
9 75 5 15704
10 75 7 31295
11 75 5 66011
12 75 5 126029
13 75 6 245848
14 75 4 469756
15 75 6 967278
16 75 5 1703902
17 75 6 2419761
18 75 7 4864415
