n r res t
8000 1000 59 110983455
8000 1500 68 171182904
8000 2000 76 196604153
8000 2500 94 246096441
8000 3000 103 297632800
8000 3500 98 346591758
8000 4000 103 387491727
8000 4500 112 430042060
8000 5000 115 485534498
8000 5500 125 579700187
8000 6000 115 574658597
8000 6500 116 613497427
8000 7000 126 667274812
8000 7500 130 704491968
8000 8000 133 794599122
8000 8500 137 865091339
8000 9000 148 841469825
8000 9500 150 868113540
8000 10000 154 1013925252
8500 1000 53 140324788
8500 1500 69 171179134
8500 2000 74 214277814
8500 2500 88 262494429
8500 3000 95 317320008
8500 3500 102 384767467
8500 4000 110 408929480
8500 4500 108 468270958
8500 5000 119 550751044
8500 5500 114 699345903
8500 6000 116 612247981
8500 6500 141 634111850
8500 7000 129 700844480
8500 7500 137 772286565
8500 8000 148 852892105
8500 8500 138 866624854
8500 9000 151 918245877
8500 9500 140 940431427
8500 10000 156 968516683
9000 1000 57 124738714
9000 1500 68 169976716
9000 2000 80 219369944
9000 2500 88 281801376
9000 3000 102 335031106
9000 3500 91 378939376
9000 4000 109 445488079
9000 4500 107 567316007
9000 5000 115 614791909
9000 5500 125 719374107
9000 6000 120 656985318
9000 6500 119 687736539
9000 7000 132 780114453
9000 7500 131 834125286
9000 8000 139 913860481
9000 8500 138 910725213
9000 9000 157 1019061322
9000 9500 149 1019902962
9000 10000 157 1063613002
9500 1000 56 138955584
9500 1500 71 181924320
9500 2000 79 235219117
9500 2500 82 294211491
9500 3000 101 349168480
9500 3500 101 410809881
9500 4000 103 467718809
9500 4500 112 524217779
9500 5000 124 583675925
9500 5500 118 753588587
9500 6000 135 725518556
9500 6500 124 742702527
9500 7000 142 824053231
9500 7500 137 857855062
9500 8000 145 980343446
9500 8500 158 978746025
9500 9000 155 1023407722
9500 9500 164 1109217468
9500 10000 153 1132849117
10000 1000 62 174446470
10000 1500 73 200040777
10000 2000 87 262574217
10000 2500 87 316776202
10000 3000 98 409380805
10000 3500 105 450124876
10000 4000 113 511464992
10000 4500 125 575146182
10000 5000 117 628246370
10000 5500 124 832151540
10000 6000 130 747998579
10000 6500 127 820664365
10000 7000 146 914844936
10000 7500 146 955222635
10000 8000 140 1056687882
10000 8500 164 1101781270
10000 9000 139 1142699353
10000 9500 158 1225231114
10000 10000 151 1249565856
