n r res t
10 50 4 5833
11 50 5 7946
12 50 6 10880
13 50 4 7137
14 50 7 11176
15 50 5 14628
16 50 5 13512
17 50 3 12681
18 50 5 17960
19 50 4 16167
20 50 6 22542
21 50 5 20776
22 50 5 19054
23 50 6 21802
24 50 8 25158
25 50 6 28664
26 50 8 38489
27 50 8 34359
28 50 8 36889
29 50 10 32123
30 50 7 35823
1 75 1 672
2 75 2 1060
3 75 1 1092
4 75 3 1395
5 75 2 1956
6 75 3 2761
7 75 2 3217
8 75 4 4797
9 75 5 7687
10 75 6 8973
11 75 4 8737
12 75 6 10763
13 75 3 8790
14 75 5 10082
15 75 4 11211
16 75 6 16149
17 75 5 16952
18 75 5 17914
19 75 8 20195
20 75 5 17855
21 75 6 20570
22 75 5 21345
23 75 6 26078
24 75 7 27299
25 75 6 22946
26 75 5 34204
27 75 8 38279
28 75 7 32886
29 75 7 33775
30 75 11 43806
1 100 1 631
2 100 2 1036
3 100 2 1154
4 100 3 1898
5 100 2 2486
6 100 3 3005
7 100 4 3792
8 100 4 5799
9 100 4 4777
10 100 5 7290
11 100 4 6653
12 100 6 8196
13 100 6 11724
14 100 8 13760
15 100 7 17071
16 100 4 12467
17 100 5 15113
18 100 5 17101
19 100 5 19703
20 100 8 20339
21 100 7 21995
22 100 6 29475
23 100 6 21969
24 100 7 30987
25 100 7 38767
26 100 6 38381
27 100 8 34139
28 100 7 36750
29 100 7 38268
30 100 7 34204
1 1000 1 2133
2 1000 2 2393
3 1000 3 2808
4 1000 3 3055
5 1000 3 3518
6 1000 2 3922
7 1000 4 5377
8 1000 4 5264
9 1000 4 7210
10 1000 6 8700
11 1000 5 9805
12 1000 3 9043
13 1000 5 9153
14 1000 6 14060
15 1000 7 18688
16 1000 5 15624
17 1000 6 14470
18 1000 5 19799
19 1000 4 16220
20 1000 8 26844
21 1000 7 22988
22 1000 8 38406
23 1000 5 25604
24 1000 6 29427
25 1000 6 32534
26 1000 7 39584
27 1000 9 50204
28 1000 7 46300
29 1000 6 49080
30 1000 7 41289
1 10 0 499
2 10 0 641
3 10 1 874
4 10 1 1107
5 10 2 1228
6 10 1 1238
7 10 3 2294
8 10 2 2348
9 10 3 2702
10 10 1 2401
11 10 2 2585
12 10 2 3301
13 10 4 4245
14 10 5 4689
15 10 2 5299
16 10 1 6648
17 10 2 5884
18 10 4 9253
19 10 1 5948
20 10 2 10996
21 10 3 7738
22 10 2 7491
23 10 3 10219
24 10 4 8231
25 10 4 12340
26 10 1 9162
27 10 2 12120
28 10 4 14330
29 10 2 12887
30 10 4 14003
1 20 1 686
2 20 1 938
3 20 2 1163
4 20 2 1616
5 20 1 2041
6 20 1 2182
7 20 2 3220
8 20 2 3354
9 20 3 3669
10 20 3 4238
11 20 4 6762
12 20 2 5229
13 20 3 9629
14 20 3 5788
15 20 3 10367
16 20 3 8880
17 20 4 13821
18 20 6 19792
19 20 4 14571
20 20 3 13131
21 20 5 13408
22 20 5 18677
23 20 6 19247
24 20 6 21355
25 20 4 19238
26 20 4 18315
27 20 6 26224
28 20 5 24246
29 20 7 24676
30 20 6 32318
1 50 1 930
2 50 2 1089
3 50 2 1404
4 50 2 1923
5 50 2 2503
6 50 3 3562
7 50 3 4013
8 50 4 7917
9 50 4 9278
10 50 4 7125
11 50 6 10883
12 50 6 17438
13 50 6 15887
14 50 5 20105
15 50 6 26346
16 50 5 31658
17 50 6 25520
18 50 5 19879
19 50 7 27021
20 50 5 25240
21 50 7 38288
22 50 6 26776
23 50 6 37256
24 50 7 38760
25 50 5 35150
26 50 6 44344
27 50 6 46839
28 50 7 45941
29 50 9 48702
30 50 9 68627
1 75 1 1469
2 75 2 1316
3 75 3 1657
4 75 3 1828
5 75 2 2326
6 75 4 3424
7 75 4 4975
8 75 4 5872
9 75 4 5664
10 75 5 7603
11 75 5 11913
12 75 5 9615
13 75 3 10754
14 75 6 16123
15 75 4 14013
16 75 6 24889
17 75 5 25114
18 75 6 26688
19 75 6 32297
20 75 10 31497
21 75 6 32466
22 75 7 38377
23 75 6 39622
24 75 6 49526
25 75 6 36623
26 75 8 63144
27 75 7 41342
28 75 8 46739
29 75 7 55964
30 75 5 47471
1 100 1 985
2 100 2 1186
3 100 3 1582
4 100 3 2027
5 100 3 2498
6 100 3 3297
7 100 4 4844
8 100 4 5385
9 100 4 6930
10 100 3 7945
11 100 5 13523
12 100 5 13019
13 100 5 13737
14 100 8 24074
15 100 5 19394
16 100 5 20632
17 100 6 20669
18 100 5 45349
19 100 5 22741
20 100 7 43276
21 100 6 34164
22 100 6 41185
23 100 7 32556
24 100 7 55411
25 100 9 51857
26 100 5 45348
27 100 8 52048
28 100 6 53547
29 100 6 53219
30 100 5 53464
1 1000 1 2941
2 1000 1 3186
3 1000 2 3417
4 1000 4 4356
5 1000 5 4939
6 1000 5 5649
7 1000 4 6902
8 1000 3 8954
9 1000 3 8635
10 1000 3 9844
11 1000 5 13535
12 1000 6 17939
13 1000 4 18320
14 1000 8 21489
15 1000 5 20182
16 1000 5 23225
17 1000 6 30419
18 1000 5 39768
19 1000 5 30076
20 1000 7 34690
21 1000 5 34427
22 1000 5 35289
23 1000 8 45531
24 1000 7 60211
25 1000 5 52047
26 1000 6 49783
27 1000 8 58052
28 1000 6 54186
29 1000 7 68117
30 1000 8 62604
