n r res t
2 75 2 1231
3 75 3 1697
4 75 3 1970
5 75 4 2827
6 75 3 3086
7 75 5 4019
8 75 4 4232
9 75 3 4946
10 75 5 5679
11 75 4 7993
12 75 6 9204
13 75 4 9167
14 75 6 11763
15 75 5 12612
16 75 7 13287
17 75 6 19219
18 75 6 18540
19 75 5 18563
20 75 7 26737
21 75 5 21418
22 75 7 18037
23 75 6 25893
24 75 7 29616
25 75 8 28060
26 75 8 39486
27 75 5 31633
28 75 6 35936
29 75 8 38751
30 75 7 43272
1 100 1 827
2 100 2 1190
3 100 1 1362
4 100 3 2099
5 100 3 2452
6 100 5 2680
7 100 5 3532
8 100 4 3943
9 100 5 7268
10 100 7 7467
11 100 5 9081
12 100 5 11162
13 100 6 12552
14 100 4 7765
15 100 6 15684
16 100 5 14604
17 100 6 17014
18 100 7 21029
19 100 6 19318
20 100 8 25981
21 100 7 22817
22 100 9 28849
23 100 7 29132
24 100 7 32077
25 100 6 26173
26 100 6 24664
27 100 8 30832
28 100 7 38936
29 100 7 39138
30 100 8 42889
1 1000 1 2495
2 1000 2 2437
3 1000 1 2632
4 1000 2 2972
5 1000 2 3361
6 1000 4 4412
7 1000 5 5095
8 1000 3 5880
9 1000 4 5673
10 1000 4 7544
11 1000 5 10176
12 1000 4 8889
13 1000 4 10647
14 1000 6 12267
15 1000 6 13865
16 1000 5 13992
17 1000 6 19136
18 1000 6 21754
19 1000 5 20950
20 1000 8 25576
21 1000 8 28832
22 1000 7 27374
23 1000 5 29627
24 1000 7 26409
25 1000 6 24742
26 1000 8 36494
27 1000 7 32068
28 1000 8 35871
29 1000 8 43475
30 1000 10 81140
1 10 0 740
2 10 0 781
3 10 0 933
4 10 0 1141
5 10 2 1660
6 10 2 1804
7 10 1 2121
8 10 0 2206
9 10 1 2807
10 10 1 2883
11 10 2 4322
12 10 1 4125
13 10 2 4339
14 10 3 5456
15 10 2 6867
16 10 3 7909
17 10 2 7521
18 10 3 6311
19 10 4 9191
20 10 2 6027
21 10 1 5626
22 10 1 5067
23 10 2 5806
24 10 3 6685
25 10 3 7234
26 10 2 6908
27 10 4 9471
28 10 4 10314
29 10 2 9287
30 10 3 9840
1 20 1 508
2 20 1 656
3 20 1 830
4 20 2 1230
5 20 1 1133
6 20 1 1643
7 20 1 1727
8 20 1 2697
9 20 2 4123
10 20 3 4643
11 20 3 5367
12 20 4 4247
13 20 2 4912
14 20 4 7816
15 20 3 6011
16 20 4 7110
17 20 4 9706
18 20 2 6825
19 20 5 9866
20 20 4 7340
21 20 3 9124
22 20 4 13779
23 20 3 18276
24 20 6 19247
25 20 3 16550
26 20 5 13368
27 20 6 15009
28 20 7 16317
29 20 6 18903
30 20 3 14123
1 50 1 584
2 50 1 865
3 50 3 1368
4 50 2 1935
5 50 3 2728
6 50 2 2523
7 50 4 4130
8 50 4 5908
9 50 6 5940
