n r res t
6 100 3 830
7 100 4 1188
8 100 4 1652
9 100 4 2028
10 100 5 3063
11 100 4 4825
12 100 6 3983
13 100 6 19020
14 100 8 9881
15 100 7 33251
16 100 4 18349
17 100 5 16152
18 100 5 28050
19 100 5 41379
20 100 8 42917
21 100 7 75898
22 100 6 53339
23 100 6 47137
24 100 7 58797
25 100 7 200115
26 100 6 401406
27 100 8 340909
28 100 7 504969
29 100 7 292871
30 100 7 252307
1 1000 1 107
2 1000 2 209
3 1000 3 351
4 1000 3 327
5 1000 3 855
6 1000 2 1034
7 1000 4 1496
8 1000 4 1017
9 1000 4 2824
10 1000 6 3286
11 1000 5 4784
12 1000 3 5591
13 1000 5 5114
14 1000 6 14465
15 1000 7 18211
16 1000 5 21299
17 1000 6 14335
18 1000 5 28228
19 1000 4 24087
20 1000 8 127018
21 1000 7 31095
22 1000 8 145446
23 1000 5 49972
24 1000 6 86342
25 1000 6 204598
26 1000 7 220025
27 1000 9 194566
28 1000 7 130670
29 1000 6 211906
30 1000 7 472674
1 10 0 122
2 10 0 165
3 10 1 326
4 10 1 288
5 10 2 332
6 10 1 276
7 10 3 816
8 10 2 1376
9 10 3 1136
10 10 1 664
11 10 2 673
12 10 2 1107
13 10 4 2453
14 10 5 1325
15 10 2 1592
16 10 1 2057
17 10 2 1527
18 10 4 6956
19 10 1 1025
20 10 2 3490
21 10 3 2378
22 10 2 2089
23 10 3 2820
24 10 4 3874
25 10 4 6847
26 10 1 2001
27 10 2 3749
28 10 4 7226
29 10 2 6420
30 10 4 6042
1 20 1 70
2 20 1 130
3 20 2 141
4 20 2 321
5 20 1 419
6 20 1 483
7 20 2 777
8 20 2 774
9 20 3 819
10 20 3 788
11 20 4 1962
12 20 2 1318
13 20 3 3008
14 20 3 1660
15 20 3 4912
16 20 3 2672
17 20 4 12909
18 20 6 12318
19 20 4 8439
20 20 3 5869
21 20 5 7895
22 20 5 13215
23 20 6 49784
24 20 6 26552
25 20 4 13281
26 20 4 14794
27 20 6 31701
28 20 5 22862
29 20 7 74953
30 20 6 138435
1 50 1 106
2 50 2 213
3 50 2 323
4 50 2 486
5 50 2 584
6 50 3 920
7 50 3 1106
8 50 4 2312
9 50 4 3737
10 50 4 3306
11 50 6 2847
12 50 6 7187
13 50 6 7736
14 50 5 17571
15 50 6 39668
16 50 5 21751
17 50 6 26037
18 50 5 28529
19 50 7 32301
20 50 5 29708
21 50 7 205263
22 50 6 87646
23 50 6 73526
24 50 7 139631
25 50 5 74847
26 50 6 78568
27 50 6 172761
28 50 7 304885
29 50 9 382331
30 50 9 1786797
1 75 1 70
2 75 2 155
3 75 3 252
4 75 3 273
5 75 2 375
6 75 4 690
7 75 4 1266
8 75 4 1910
9 75 4 1899
10 75 5 2294
11 75 5 9086
12 75 5 6174
13 75 3 6132
14 75 6 14820
15 75 4 9808
16 75 6 34953
17 75 5 42649
18 75 6 24205
19 75 6 54089
20 75 10 113887
21 75 6 92453
22 75 7 104704
23 75 6 73567
24 75 6 158762
25 75 6 91403
26 75 8 433925
27 75 7 527626
28 75 8 283293
29 75 7 383622
30 75 5 163004
1 100 1 103
2 100 2 206
3 100 3 232
4 100 3 332
5 100 3 817
6 100 3 1031
7 100 4 1541
8 100 4 2125
9 100 4 1594
10 100 3 3292
11 100 5 7514
12 100 5 6096
13 100 5 9188
14 100 8 15198
15 100 5 17916
16 100 5 18376
17 100 6 37212
18 100 5 26755
19 100 5 15080
20 100 7 54061
21 100 6 56891
22 100 6 81965
23 100 7 93419
24 100 7 171986
25 100 9 319381
26 100 5 136013
27 100 8 161940
28 100 6 201368
29 100 6 358790
30 100 5 174189
1 1000 1 105
2 1000 1 198
3 1000 2 303
4 1000 4 422
5 1000 5 529
6 1000 5 734
7 1000 4 4834
8 1000 3 2761
9 1000 3 2657
10 1000 3 3620
11 1000 5 5186
12 1000 6 7540
13 1000 4 8883
14 1000 8 9596
15 1000 5 15279
16 1000 5 21480
17 1000 6 35552
18 1000 5 45994
19 1000 5 37395
20 1000 7 58574
21 1000 5 45783
22 1000 5 46180
23 1000 8 219185
24 1000 7 148374
25 1000 5 136902
26 1000 6 162914
27 1000 8 220466
28 1000 6 163574
29 1000 7 622365
30 1000 8 473548
