n r res t
5 10 2 1242
6 10 2 1401
7 10 1 3229
8 10 0 5526
9 10 1 10217
10 10 1 19622
11 10 2 39476
12 10 1 75334
13 10 2 155546
14 10 3 299622
15 10 2 599023
16 10 3 1347741
17 10 2 2470048
18 10 3 5090243
19 10 4 10372811
20 10 2 19271604
21 10 1 38504041
22 10 1 77308694
23 10 2 181433207
24 10 3 332942520
25 10 3 628619965
26 10 2 1283202975
27 10 4 2520510639
28 10 4 5050963114
29 10 2 10120030164
30 10 3 20056913973
1 20 1 103
2 20 1 133
3 20 1 268
4 20 2 502
5 20 1 779
6 20 1 2052
7 20 1 3286
8 20 1 6476
9 20 2 9766
10 20 3 19101
11 20 3 42362
12 20 4 79202
13 20 2 154137
14 20 4 307813
15 20 3 603283
16 20 4 1202019
17 20 4 2405351
18 20 2 4807406
19 20 5 10147721
20 20 4 19232060
21 20 3 42442606
22 20 4 77746969
23 20 3 156297472
24 20 6 309526595
25 20 3 620212892
26 20 5 1255715654
27 20 6 2506067077
28 20 7 5000028110
29 20 6 10245187136
30 20 3 20329289864
1 50 1 100
2 50 1 178
3 50 3 319
4 50 2 659
5 50 3 955
6 50 2 1639
7 50 4 3018
8 50 4 5516
9 50 6 10822
10 50 4 20146
11 50 5 39740
12 50 6 79297
13 50 4 151652
14 50 7 328711
15 50 5 604671
16 50 5 2020431
17 50 3 2968318
18 50 5 5268468
19 50 4 10916287
20 50 6 20943978
21 50 5 41468804
22 50 5 84941626
23 50 6 171408945
24 50 8 334304086
25 50 6 656422296
26 50 8 1298570458
27 50 8 2542707071
28 50 8 5024705002
29 50 10 9982407892
30 50 7 20022767681
1 75 1 119
2 75 2 151
3 75 1 306
4 75 3 559
5 75 2 1028
6 75 3 1543
7 75 2 3907
8 75 4 6305
9 75 5 11209
10 75 6 20573
11 75 4 39797
12 75 6 78163
13 75 3 153691
14 75 5 302664
15 75 4 602391
16 75 6 1206364
17 75 5 2446663
18 75 5 4838026
19 75 8 9648254
20 75 5 19267129
21 75 6 38602083
22 75 5 77204828
23 75 6 158835731
24 75 7 309233088
25 75 6 622559565
26 75 5 1238183469
27 75 8 2518149845
28 75 7 4993884142
29 75 7 10086603192
30 75 11 20184995172
1 100 1 102
2 100 2 147
3 100 2 255
4 100 3 471
5 100 2 1007
6 100 3 1604
7 100 4 3113
8 100 4 5902
9 100 4 10371
10 100 5 21391
11 100 4 39141
12 100 6 77526
13 100 6 157178
14 100 8 308266
15 100 7 611039
16 100 4 1202513
17 100 5 2633150
18 100 5 4855944
19 100 5 9628642
20 100 8 19226964
21 100 7 38663567
22 100 6 77873970
23 100 6 155978422
24 100 7 307839716
25 100 7 619811111
26 100 6 1233529459
27 100 8 2560918436
28 100 7 5036364553
29 100 7 10116528038
30 100 7 20292066885
1 1000 1 113
2 1000 2 133
3 1000 3 322
4 1000 3 545
5 1000 3 967
6 1000 2 1680
7 1000 4 3248
8 1000 4 5571
9 1000 4 10422
10 1000 6 27394
11 1000 5 39609
12 1000 3 77274
13 1000 5 151835
14 1000 6 304602
15 1000 7 608988
16 1000 5 1204222
17 1000 6 2407172
18 1000 5 4865561
19 1000 4 9625615
20 1000 8 19316933
21 1000 7 38423488
22 1000 8 77099582
23 1000 5 156424953
24 1000 6 317782519
25 1000 6 621909104
26 1000 7 1265387726
27 1000 9 2529472802
28 1000 7 4998162245
29 1000 6 10061026608
30 1000 7 20227945447
1 10 0 84
2 10 0 126
3 10 1 303
4 10 1 543
5 10 2 816
6 10 1 1335
7 10 3 2686
8 10 2 5081
9 10 3 9760
10 10 1 19085
11 10 2 37769
12 10 2 75269
13 10 4 150453
14 10 5 299593
15 10 2 597896
16 10 1 1196735
17 10 2 2401161
18 10 4 4804523
19 10 1 9604517
20 10 2 19210764
21 10 3 38425614
22 10 2 77268033
23 10 3 154198635
24 10 4 307757682
25 10 4 625195321
26 10 1 1234576178
27 10 2 2476403374
28 10 4 5068991511
29 10 2 10091746347
30 10 4 20045447021
1 20 1 117
2 20 1 126
3 20 2 260
4 20 2 500
5 20 1 796
6 20 1 1418
7 20 2 2795
8 20 2 5113
9 20 3 9702
10 20 3 19368
11 20 4 38613
12 20 2 75493
13 20 3 150680
14 20 3 329472
15 20 3 599080
16 20 3 1304622
17 20 4 2638539
18 20 6 4929798
19 20 4 9922815
20 20 3 19884314
21 20 5 39160331
22 20 5 77149465
23 20 6 155652128
24 20 6 313381499
25 20 4 627977008
26 20 4 1286311852
27 20 6 2590732855
28 20 5 5030568783
29 20 7 10045047328
30 20 6 20218921759
1 50 1 70
2 50 2 154
3 50 2 285
4 50 2 621
5 50 2 894
6 50 3 1934
7 50 3 3383
8 50 4 6119
9 50 4 11321
10 50 4 32622
11 50 6 48397
12 50 6 79404
13 50 6 159687
14 50 5 306064
15 50 6 609627
16 50 5 1407748
17 50 6 2407747
18 50 5 5139990
19 50 7 10077324
20 50 5 19446392
21 50 7 39158558
22 50 6 77371859
23 50 6 159575252
24 50 7 314275878
25 50 5 632309021
26 50 6 1249467037
27 50 6 2514286766
28 50 7 4983254268
29 50 9 9996828030
30 50 9 20217645864
1 75 1 106
2 75 2 145
3 75 3 291
4 75 3 515
5 75 2 927
6 75 4 1565
7 75 4 3155
8 75 4 5608
9 75 4 10316
10 75 5 20257
11 75 5 40769
12 75 5 77679
13 75 3 151701
14 75 6 341678
15 75 4 602258
16 75 6 1746981
17 75 5 3554260
18 75 6 5145959
19 75 6 10490091
20 75 10 21720519
21 75 6 42376143
22 75 7 81085208
23 75 6 178291270
24 75 6 331192222
25 75 6 641065347
26 75 8 1247713073
27 75 7 2485196065
28 75 8 5033092381
29 75 7 10225294130
30 75 5 21024960641
1 100 1 116
2 100 2 106
3 100 3 249
4 100 3 474
5 100 3 1001
6 100 3 1566
7 100 4 2812
8 100 4 5592
9 100 4 10338
10 100 3 20057
11 100 5 47308
12 100 5 89958
13 100 5 153375
14 100 8 310803
15 100 5 626475
16 100 5 1248357
17 100 6 2498527
18 100 5 4896689
19 100 5 9801726
20 100 7 20762320
21 100 6 39334957
22 100 6 78358703
23 100 7 158577854
24 100 7 313293916
25 100 9 667803398
26 100 5 1253969094
27 100 8 2557684554
28 100 6 5136712783
29 100 6 10077037988
30 100 5 20285861739
1 1000 1 119
2 1000 1 152
3 1000 2 292
4 1000 4 525
5 1000 5 1104
6 1000 5 2268
7 1000 4 3759
8 1000 3 7261
9 1000 3 10301
10 1000 3 24767
11 1000 5 44045
12 1000 6 82547
13 1000 4 157123
14 1000 8 313807
15 1000 5 617185
16 1000 5 1213306
17 1000 6 2516736
18 1000 5 4885678
19 1000 5 9649751
20 1000 7 19501123
21 1000 5 38842760
22 1000 5 77564315
23 1000 8 156056742
24 1000 7 321760194
25 1000 5 645157352
26 1000 6 1312290471
27 1000 8 2616922466
28 1000 6 5066556313
29 1000 7 10068199791
30 1000 8 20026868440
