n r res t
29 50 5 9973803759
30 50 7 20257097236
1 75 1 121
2 75 2 156
3 75 2 326
4 75 2 583
5 75 3 877
6 75 4 1598
7 75 4 3098
8 75 6 5252
9 75 4 10620
10 75 4 19790
11 75 3 38859
12 75 4 77573
13 75 6 158142
14 75 5 304281
15 75 5 603303
16 75 7 1214412
17 75 7 2410357
18 75 6 4860727
19 75 6 10088559
20 75 5 19677384
21 75 6 39337280
22 75 6 80115893
23 75 5 158839750
24 75 6 314222906
25 75 9 651675092
26 75 7 1248574192
27 75 8 2483798373
28 75 8 5039002084
29 75 7 10046782630
30 75 7 20163536506
1 100 1 125
2 100 2 173
3 100 1 307
4 100 2 497
5 100 3 1006
6 100 3 1690
7 100 3 2939
8 100 6 5948
9 100 5 10536
10 100 4 20086
11 100 5 39963
12 100 6 78206
13 100 6 156236
14 100 5 303584
15 100 5 603594
16 100 6 1210872
17 100 6 2417842
18 100 5 4840694
19 100 7 9626571
20 100 7 19238476
21 100 7 38625475
22 100 5 77184660
23 100 8 158312661
24 100 6 316683313
25 100 10 630038937
26 100 8 1260449049
27 100 6 2497432335
28 100 6 4946212422
29 100 9 10055291462
30 100 5 20107276461
1 1000 1 117
2 1000 2 155
3 1000 2 307
4 1000 3 478
5 1000 4 896
6 1000 3 1751
7 1000 3 2881
8 1000 4 5601
9 1000 4 10309
10 1000 5 20830
11 1000 3 38864
12 1000 5 78896
13 1000 6 155748
14 1000 5 305109
15 1000 6 608188
16 1000 5 1203046
17 1000 6 2422743
18 1000 6 4839410
19 1000 5 9671803
20 1000 6 19321381
21 1000 5 38580214
22 1000 7 82520346
23 1000 7 155593311
24 1000 6 311627597
25 1000 7 623565203
26 1000 8 1249116680
27 1000 5 2550506965
28 1000 8 5049000989
29 1000 7 10061133861
30 1000 6 20010194978
1 10 0 112
2 10 1 182
3 10 1 247
4 10 1 415
5 10 1 751
6 10 2 1405
7 10 2 2632
8 10 2 4970
9 10 1 9555
10 10 3 19234
11 10 2 37756
12 10 2 75219
13 10 2 150001
14 10 1 299045
15 10 3 597902
16 10 2 1198414
17 10 2 2395779
18 10 1 4823638
19 10 3 9611596
20 10 2 19464534
21 10 4 38996206
22 10 4 77460087
23 10 2 153764712
24 10 3 310564915
25 10 3 641221368
26 10 2 1275419995
27 10 3 2538319995
28 10 4 5005301093
29 10 2 10057817751
30 10 4 19996299879
1 20 1 108
2 20 0 121
3 20 1 283
4 20 2 693
5 20 2 1198
6 20 2 2180
7 20 1 3393
8 20 3 6252
9 20 3 10789
10 20 3 20193
11 20 4 39124
12 20 4 77600
13 20 2 151464
14 20 2 300999
15 20 4 599434
16 20 2 1198891
17 20 4 2432734
18 20 3 4848629
19 20 5 9747043
20 20 5 19460863
21 20 5 38855679
22 20 4 77266962
23 20 3 161834223
24 20 7 312892832
25 20 5 626780935
26 20 3 1250811170
27 20 4 2494487864
28 20 4 5094524704
29 20 7 10347948315
30 20 4 19919773831
1 50 1 112
2 50 2 152
3 50 2 269
4 50 3 446
5 50 2 1025
6 50 3 2167
7 50 3 3672
8 50 3 7896
9 50 3 10297
10 50 4 19983
11 50 4 38921
12 50 5 79056
13 50 5 153486
14 50 5 363581
15 50 5 604837
16 50 6 1210743
17 50 6 2406923
18 50 6 4814441
19 50 6 9672595
20 50 5 19325480
21 50 6 39107339
22 50 6 77518501
23 50 6 156944607
24 50 6 309599743
25 50 7 619407985
26 50 7 1240584071
27 50 6 2480258146
28 50 7 4963551861
29 50 7 9931262444
30 50 7 20382445125
1 75 1 91
2 75 2 142
3 75 3 282
4 75 3 520
5 75 4 861
6 75 3 2877
7 75 5 4751
8 75 4 10236
9 75 3 13354
10 75 5 21509
11 75 4 40155
12 75 6 82527
13 75 4 169065
14 75 6 302730
15 75 5 604069
16 75 7 1212003
17 75 6 2421984
18 75 6 4882291
19 75 5 9677064
20 75 7 19431921
21 75 5 38922244
22 75 7 78722037
23 75 6 159273402
24 75 7 315307114
25 75 8 619490771
26 75 8 1261929277
27 75 5 2588725958
28 75 6 5108740718
29 75 8 10105727889
30 75 7 20179186721
1 100 1 123
2 100 2 125
3 100 1 303
4 100 3 586
5 100 3 1072
6 100 5 1665
7 100 5 3140
8 100 4 5501
9 100 5 11076
10 100 7 29209
11 100 5 60249
12 100 5 85911
13 100 6 155924
14 100 4 301524
15 100 6 607361
16 100 5 1232508
17 100 6 2458085
18 100 7 4853205
19 100 6 9913982
20 100 8 19811808
21 100 7 39437822
22 100 9 78167503
23 100 7 155883767
24 100 7 312550355
25 100 6 629362451
26 100 6 1240273077
27 100 8 2483633103
28 100 7 5030360939
29 100 7 10117063119
30 100 8 20217731388
1 1000 1 97
2 1000 2 121
3 1000 1 315
4 1000 2 482
5 1000 2 972
6 1000 4 1955
7 1000 5 3136
8 1000 3 5821
9 1000 4 10474
10 1000 4 20265
11 1000 5 44749
12 1000 4 76857
13 1000 4 152438
14 1000 6 305731
15 1000 6 603509
16 1000 5 1207738
17 1000 6 2451652
18 1000 6 5182348
19 1000 5 9657130
20 1000 8 19352708
21 1000 8 40673383
22 1000 7 77240860
23 1000 5 159425915
24 1000 7 312248325
25 1000 6 620492532
26 1000 8 1265258001
27 1000 7 2510060762
28 1000 8 5050497316
29 1000 8 10034481744
30 1000 10 20339526576
1 10 0 154
2 10 0 201
3 10 0 241
4 10 0 628
