n r res t
20 100 8 126883
21 100 7 30683
22 100 8 145340
23 100 5 59887
24 100 6 87600
25 100 6 217256
26 100 7 222191
27 100 9 195501
28 100 7 144649
29 100 6 214430
30 100 7 488482
1 1 0 117
2 1 0 183
3 1 0 238
4 1 0 229
5 1 0 208
6 1 0 311
7 1 0 269
8 1 0 288
9 1 1 534
10 1 0 369
11 1 0 639
12 1 0 676
13 1 1 1523
14 1 1 1002
15 1 1 652
16 1 0 453
17 1 0 428
18 1 1 1507
19 1 0 571
20 1 1 854
21 1 1 1068
22 1 0 688
23 1 1 1097
24 1 0 619
25 1 1 768
26 1 0 835
27 1 0 704
28 1 1 1045
29 1 0 821
30 1 1 1951
1 10 1 71
2 10 0 90
3 10 1 114
4 10 1 272
5 10 1 242
6 10 1 405
7 10 1 505
8 10 1 507
9 10 2 1045
10 10 2 647
11 10 2 1266
12 10 1 651
13 10 2 1707
14 10 2 880
15 10 2 1772
16 10 3 985
17 10 3 3939
18 10 5 4929
19 10 3 2709
20 10 2 2728
21 10 3 3595
22 10 3 6902
23 10 4 18736
24 10 4 7427
25 10 2 3606
26 10 3 3093
27 10 4 9732
28 10 3 5574
29 10 6 15882
30 10 4 20022
1 20 0 102
2 20 1 159
3 20 1 315
4 20 1 370
5 20 1 365
6 20 2 404
7 20 2 507
8 20 2 851
9 20 3 1593
10 20 3 1047
11 20 3 1704
12 20 5 1838
13 20 6 3662
14 20 3 3660
15 20 4 7738
16 20 4 6320
17 20 4 4351
18 20 2 5595
19 20 5 16740
20 20 3 4501
21 20 4 19645
22 20 5 21371
23 20 4 9652
24 20 4 22812
25 20 4 11832
26 20 4 9598
27 20 4 13644
28 20 5 36342
29 20 7 79815
30 20 6 79369
1 50 1 103
2 50 2 148
3 50 3 339
4 50 3 260
5 50 2 595
6 50 3 816
7 50 4 1450
8 50 4 1974
9 50 4 2160
10 50 4 1845
11 50 5 8662
12 50 5 6668
13 50 3 5405
14 50 5 10211
15 50 4 9026
16 50 5 30298
17 50 5 35899
18 50 5 24447
19 50 6 49879
20 50 9 238636
21 50 5 95028
22 50 6 86962
23 50 6 48246
24 50 5 67606
25 50 6 106730
26 50 7 288010
27 50 7 319304
28 50 8 264441
29 50 6 243880
30 50 5 140808
1 75 1 94
2 75 2 151
3 75 3 369
4 75 3 331
5 75 3 686
6 75 3 648
7 75 4 2013
8 75 4 2306
9 75 4 1992
10 75 3 3256
11 75 5 8033
12 75 5 8989
13 75 5 9304
14 75 8 16008
15 75 5 18230
16 75 5 19383
17 75 6 37982
18 75 5 27817
19 75 5 15613
20 75 7 73050
21 75 6 57068
22 75 6 79979
23 75 7 95896
24 75 7 174220
25 75 9 323526
26 75 5 135748
27 75 8 205582
28 75 6 203154
29 75 6 362154
30 75 5 157763
1 100 1 103
2 100 1 195
3 100 2 227
4 100 4 293
5 100 5 328
6 100 5 896
7 100 4 660
8 100 3 1935
9 100 3 1824
10 100 3 2613
11 100 5 4880
12 100 6 9082
13 100 4 8971
14 100 8 14319
15 100 5 15544
16 100 5 21714
17 100 6 36411
18 100 5 47023
19 100 5 37475
20 100 7 63574
21 100 5 46423
22 100 5 46279
23 100 8 223511
24 100 7 148538
25 100 5 136530
26 100 6 162921
27 100 8 224723
28 100 6 163420
29 100 7 612616
30 100 8 477818
