n r res t
11 100 4 4419
12 100 6 3833
13 100 6 16082
14 100 8 7149
15 100 7 38057
16 100 4 17762
17 100 5 16785
18 100 5 22600
19 100 5 40829
20 100 8 35782
21 100 7 78666
22 100 6 54518
23 100 6 46795
24 100 7 58542
25 100 7 200273
26 100 6 399409
27 100 8 449908
28 100 7 565814
29 100 7 292135
30 100 7 252493
1 1000 1 78
2 1000 2 140
3 1000 3 154
4 1000 3 186
5 1000 3 459
6 1000 2 699
7 1000 4 1030
8 1000 4 1143
9 1000 4 2823
10 1000 6 1764
11 1000 5 4139
12 1000 3 5299
13 1000 5 4603
14 1000 6 15048
15 1000 7 18378
16 1000 5 18378
17 1000 6 14167
18 1000 5 28830
19 1000 4 23443
20 1000 8 130215
21 1000 7 30665
22 1000 8 154163
23 1000 5 49716
24 1000 6 86333
25 1000 6 203970
26 1000 7 231683
27 1000 9 163199
28 1000 7 131885
29 1000 6 212360
30 1000 7 418082
1 10 0 77
2 10 0 96
3 10 1 141
4 10 1 270
5 10 2 192
6 10 1 187
7 10 3 656
8 10 2 886
9 10 3 888
10 10 1 598
11 10 2 612
12 10 2 1024
13 10 4 2434
14 10 5 1277
15 10 2 1568
16 10 1 2038
17 10 2 1460
18 10 4 6221
19 10 1 1043
20 10 2 3407
21 10 3 2309
22 10 2 2097
23 10 3 2864
24 10 4 3845
25 10 4 6820
26 10 1 1987
27 10 2 3740
28 10 4 10721
29 10 2 10681
30 10 4 8245
1 20 1 121
2 20 1 136
3 20 2 196
4 20 2 342
5 20 1 588
6 20 1 631
7 20 2 1133
8 20 2 1137
9 20 3 1205
10 20 3 1122
11 20 4 2626
12 20 2 1866
13 20 3 4306
14 20 3 2248
15 20 3 7405
16 20 3 4016
17 20 4 18004
18 20 6 20743
19 20 4 13093
20 20 3 8633
21 20 5 8955
22 20 5 20019
23 20 6 128245
24 20 6 43223
25 20 4 22083
26 20 4 26662
27 20 6 53255
28 20 5 36777
29 20 7 124137
30 20 6 232708
1 50 1 108
2 50 2 186
3 50 2 216
4 50 2 484
5 50 2 666
6 50 3 1204
7 50 3 1308
8 50 4 2176
9 50 4 5358
10 50 4 4412
11 50 6 4795
12 50 6 10869
13 50 6 10147
14 50 5 29862
15 50 6 49802
16 50 5 35017
17 50 6 39652
18 50 5 46181
19 50 7 51344
20 50 5 48933
21 50 7 238526
22 50 6 104695
23 50 6 90050
24 50 7 156850
25 50 5 73640
26 50 6 82267
27 50 6 189387
28 50 7 300560
29 50 9 401069
30 50 9 1746169
1 75 1 76
2 75 2 133
3 75 3 135
4 75 3 174
5 75 2 467
6 75 4 487
7 75 4 941
8 75 4 1221
9 75 4 1492
10 75 5 1846
11 75 5 8793
12 75 5 6406
13 75 3 5382
14 75 6 11356
15 75 4 9230
16 75 6 33569
17 75 5 42312
18 75 6 24312
19 75 6 55428
20 75 10 116875
21 75 6 93564
22 75 7 106177
23 75 6 73150
24 75 6 159466
25 75 6 93246
26 75 8 434849
27 75 7 524332
28 75 8 249689
29 75 7 337637
30 75 5 164641
1 100 1 60
2 100 2 121
3 100 3 142
4 100 3 157
5 100 3 357
6 100 3 685
7 100 4 1072
8 100 4 1325
9 100 4 1611
10 100 3 3295
11 100 5 5850
12 100 5 5088
13 100 5 10351
14 100 8 14362
15 100 5 17827
16 100 5 19762
17 100 6 31048
18 100 5 27041
19 100 5 19149
20 100 7 63247
21 100 6 57065
22 100 6 75757
23 100 7 80326
24 100 7 172671
25 100 9 330425
26 100 5 139538
27 100 8 165536
28 100 6 193789
29 100 6 353577
30 100 5 165336
1 1000 1 59
2 1000 1 95
3 1000 2 142
4 1000 4 165
5 1000 5 200
6 1000 5 283
7 1000 4 856
8 1000 3 1857
9 1000 3 1914
10 1000 3 2283
11 1000 5 3874
12 1000 6 6410
13 1000 4 8941
14 1000 8 11668
15 1000 5 12896
16 1000 5 20674
17 1000 6 32278
18 1000 5 53974
19 1000 5 59983
20 1000 7 97343
21 1000 5 75831
22 1000 5 77947
23 1000 8 231315
24 1000 7 149680
25 1000 5 137967
26 1000 6 166577
27 1000 8 228950
28 1000 6 142774
29 1000 7 558195
30 1000 8 475826
