n r res t
21 100 7 31461
22 100 8 156136
23 100 5 53966
24 100 6 112927
25 100 6 206405
26 100 7 235900
27 100 9 166555
28 100 7 136568
29 100 6 215364
30 100 7 423037
1 1 0 103
2 1 0 99
3 1 0 210
4 1 0 150
5 1 0 182
6 1 0 327
7 1 0 204
8 1 0 395
9 1 1 382
10 1 0 470
11 1 0 305
12 1 0 573
13 1 1 1054
14 1 1 1426
15 1 1 535
16 1 0 768
17 1 0 444
18 1 1 1354
19 1 0 787
20 1 1 759
21 1 1 1315
22 1 0 879
23 1 1 1692
24 1 0 626
25 1 1 758
26 1 0 665
27 1 0 1044
28 1 1 1011
29 1 0 709
30 1 1 2174
1 10 1 64
2 10 0 138
3 10 1 125
4 10 1 403
5 10 1 208
6 10 1 275
7 10 1 511
8 10 1 763
9 10 2 946
10 10 2 5820
11 10 2 1630
12 10 1 593
13 10 2 1437
14 10 2 1330
15 10 2 1607
16 10 3 906
17 10 3 3452
18 10 5 4216
19 10 3 2090
20 10 2 1546
21 10 3 3713
22 10 3 6941
23 10 4 19462
24 10 4 7486
25 10 2 5489
26 10 3 3326
27 10 4 10928
28 10 3 5730
29 10 6 16468
30 10 4 20703
1 20 0 77
2 20 1 93
3 20 1 141
4 20 1 287
5 20 1 337
6 20 2 433
7 20 2 517
8 20 2 855
9 20 3 1548
10 20 3 1098
11 20 3 1400
12 20 5 1895
13 20 6 2924
14 20 3 3127
15 20 4 7980
16 20 4 5558
17 20 4 4035
18 20 2 5253
19 20 5 16564
20 20 3 4119
21 20 4 20829
22 20 5 21393
23 20 4 9679
24 20 4 23205
25 20 4 15513
26 20 4 13496
27 20 4 13413
28 20 5 36348
29 20 7 87449
30 20 6 82366
1 50 1 94
2 50 2 155
3 50 3 211
4 50 3 259
5 50 2 428
6 50 3 1198
7 50 4 1302
8 50 4 2319
9 50 4 1882
10 50 4 2527
11 50 5 8825
12 50 5 6550
13 50 3 5421
14 50 5 10509
15 50 4 9374
16 50 5 30509
17 50 5 35665
18 50 5 23920
19 50 6 53048
20 50 9 218784
21 50 5 94440
22 50 6 82429
23 50 6 50077
24 50 5 68389
25 50 6 106174
26 50 7 287700
27 50 7 321807
28 50 8 228906
29 50 6 269103
30 50 5 140014
1 75 1 68
2 75 2 120
3 75 3 141
4 75 3 170
5 75 3 391
6 75 3 713
7 75 4 1141
8 75 4 1405
9 75 4 2169
10 75 3 3338
11 75 5 6018
12 75 5 7084
13 75 5 10470
14 75 8 15001
15 75 5 17974
16 75 5 21134
17 75 6 34533
18 75 5 27718
19 75 5 15601
20 75 7 73569
21 75 6 58903
22 75 6 73814
23 75 7 85557
24 75 7 174327
25 75 9 338498
26 75 5 141484
27 75 8 201197
28 75 6 208943
29 75 6 366606
30 75 5 235785
1 100 1 103
2 100 1 160
3 100 2 207
4 100 4 199
5 100 5 320
6 100 5 770
7 100 4 1395
8 100 3 3086
9 100 3 2392
10 100 3 3028
11 100 5 4010
12 100 6 6910
13 100 4 9761
14 100 8 16556
15 100 5 13734
16 100 5 21328
17 100 6 32934
18 100 5 47103
19 100 5 38811
20 100 7 61453
21 100 5 47607
22 100 5 62063
23 100 8 228689
24 100 7 229376
25 100 5 203238
26 100 6 215100
27 100 8 232303
28 100 6 144457
29 100 7 563235
30 100 8 479235
